Player,Points Per Game,Assists Per Game,Rebounds Per Game,Steals Per Game,Blocks Per Game,Field Goal %,Three Point %,Free Throw %,Minutes Per Game
Goran Dragi?,0.238562091503268,0.4444444444444444,0.217687074829932,0.36000000000000004,0.07142857142857144,0.376,0.245,0.739,0.5764705882352941
Andre Drummond,0.2581699346405229,0.16666666666666666,0.6326530612244899,0.44000000000000006,0.32142857142857145,0.57,0.0,0.524,0.43999999999999995
Andre Drummond,0.19934640522875818,0.18518518518518517,0.598639455782313,0.44000000000000006,0.32142857142857145,0.538,0.0,0.512,0.40941176470588236
Andre Drummond,0.38562091503267976,0.12962962962962962,0.7006802721088436,0.36000000000000004,0.35714285714285715,0.61,0.0,0.537,0.5011764705882352
Chris Duarte,0.4281045751633987,0.19444444444444445,0.2789115646258503,0.4,0.07142857142857144,0.432,0.369,0.804,0.6352941176470588
David Duke Jr.,0.15359477124183007,0.07407407407407407,0.20408163265306123,0.24,0.10714285714285714,0.361,0.243,0.81,0.3411764705882353
Kris Dunn,0.24836601307189543,0.5185185185185185,0.2380952380952381,0.6400000000000001,0.07142857142857144,0.431,0.091,0.944,0.5411764705882353
Kevin Durant,0.9771241830065359,0.5925925925925926,0.5034013605442178,0.36000000000000004,0.32142857142857145,0.518,0.383,0.91,0.851764705882353
Jaime Echenique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047058823529411764
Anthony Edwards,0.6960784313725491,0.3518518518518518,0.326530612244898,0.6000000000000001,0.21428571428571427,0.441,0.357,0.786,0.7835294117647058
Carsen Edwards,0.1895424836601307,0.32407407407407407,0.10204081632653061,0.2,0.0,0.3,0.25,1.0,0.4423529411764706
Kessler Edwards,0.19281045751633988,0.05555555555555555,0.2448979591836735,0.24,0.17857142857142858,0.412,0.353,0.842,0.4611764705882353
Rob Edwards,0.04901960784313726,0.0,0.10204081632653061,0.0,0.0,0.25,0.25,0.0,0.10588235294117646
CJ Elleby,0.1895424836601307,0.1388888888888889,0.2653061224489796,0.24,0.10714285714285714,0.393,0.294,0.714,0.45176470588235296
Wayne Ellington,0.2189542483660131,0.06481481481481481,0.12244897959183675,0.2,0.03571428571428572,0.414,0.389,0.818,0.4188235294117647
Joel Embiid,1.0,0.3888888888888889,0.7959183673469388,0.44000000000000006,0.5357142857142857,0.499,0.371,0.814,0.7717647058823528
James Ennis III,0.13398692810457516,0.037037037037037035,0.11564625850340136,0.12,0.10714285714285714,0.458,0.375,0.8,0.16470588235294117
James Ennis III,0.08169934640522876,0.0,0.17006802721088438,0.2,0.17857142857142858,0.286,0.5,0.0,0.1411764705882353
James Ennis III,0.32679738562091504,0.0,0.17006802721088438,0.2,0.17857142857142858,0.636,0.5,1.0,0.3058823529411765
James Ennis III,0.042483660130718956,0.09259259259259259,0.04761904761904762,0.0,0.0,0.333,0.0,0.0,0.08705882352941177
Drew Eubanks,0.25163398692810457,0.1111111111111111,0.3673469387755103,0.16000000000000003,0.21428571428571427,0.596,0.217,0.762,0.388235294117647
Drew Eubanks,0.15359477124183007,0.09259259259259259,0.272108843537415,0.12,0.21428571428571427,0.528,0.125,0.747,0.26117647058823523
Drew Eubanks,0.47385620915032683,0.14814814814814814,0.5782312925170069,0.32000000000000006,0.17857142857142858,0.646,0.267,0.784,0.6705882352941176
Tacko Fall,0.03594771241830066,0.018518518518518517,0.14285714285714288,0.0,0.17857142857142858,0.417,0.0,0.286,0.1035294117647059
Derrick Favors,0.17320261437908496,0.05555555555555555,0.3197278911564626,0.16000000000000003,0.10714285714285714,0.516,0.125,0.64,0.36941176470588233
Bruno Fernando,0.09477124183006536,0.018518518518518517,0.12244897959183675,0.0,0.14285714285714288,0.655,0.5,0.625,0.09647058823529411
Bruno Fernando,0.032679738562091505,0.018518518518518517,0.054421768707483,0.0,0.07142857142857144,0.5,1.0,0.8,0.04470588235294118
Bruno Fernando,0.2254901960784314,0.027777777777777776,0.272108843537415,0.04000000000000001,0.28571428571428575,0.707,0.0,0.579,0.19764705882352943
Dorian Finney-Smith,0.35947712418300654,0.1759259259259259,0.3197278911564626,0.44000000000000006,0.17857142857142858,0.471,0.395,0.675,0.7552941176470588
Malik Fitts,0.0457516339869281,0.027777777777777776,0.07482993197278913,0.0,0.0,0.421,0.5,0.0,0.07529411764705883
Malik Fitts,0.029411764705882356,0.0,0.09523809523809525,0.0,0.0,0.222,0.5,0.0,0.09411764705882353
Malik Fitts,0.06209150326797386,0.05555555555555555,0.06122448979591837,0.0,0.0,0.6,0.5,0.0,0.058823529411764705
Malachi Flynn,0.14052287581699346,0.14814814814814814,0.09523809523809525,0.2,0.03571428571428572,0.393,0.333,0.625,0.2635294117647059
Bryn Forbes,0.28758169934640526,0.09259259259259259,0.0816326530612245,0.12,0.03571428571428572,0.429,0.414,0.908,0.3788235294117648
Bryn Forbes,0.2973856209150327,0.09259259259259259,0.108843537414966,0.16000000000000003,0.03571428571428572,0.432,0.417,0.898,0.37411764705882344
Bryn Forbes,0.28104575163398693,0.09259259259259259,0.06122448979591837,0.08000000000000002,0.03571428571428572,0.424,0.41,0.921,0.38588235294117645
Aleem Ford,0.0915032679738562,0.037037037037037035,0.20408163265306123,0.08000000000000002,0.0,0.3,0.133,0.0,0.3247058823529412
Trent Forrest,0.10784313725490197,0.16666666666666666,0.11564625850340136,0.2,0.03571428571428572,0.49,0.185,0.792,0.27764705882352947
Evan Fournier,0.4607843137254902,0.19444444444444445,0.17687074829931976,0.4,0.10714285714285714,0.417,0.389,0.708,0.6705882352941176
De'Aaron Fox,0.7581699346405228,0.5185185185185185,0.2653061224489796,0.48,0.14285714285714288,0.473,0.297,0.75,0.8070588235294116
Melvin Frazier,0.34967320261437906,0.027777777777777776,0.2925170068027211,0.12,0.0,0.271,0.048,0.714,0.9176470588235294
Tim Frazier,0.10784313725490197,0.25925925925925924,0.108843537414966,0.12,0.03571428571428572,0.311,0.353,0.556,0.3835294117647059
Tim Frazier,0.12091503267973858,0.3055555555555555,0.1292517006802721,0.12,0.03571428571428572,0.302,0.353,0.556,0.44705882352941173
Tim Frazier,0.032679738562091505,0.046296296296296294,0.0,0.0,0.0,0.5,0.0,0.0,0.07058823529411765
Enes Freedom,0.12091503267973858,0.018518518518518517,0.3129251700680272,0.04000000000000001,0.14285714285714288,0.526,0.4,0.857,0.2517647058823529
Markelle Fultz,0.35294117647058826,0.5092592592592592,0.18367346938775514,0.44000000000000006,0.10714285714285714,0.474,0.235,0.806,0.44705882352941173
Wenyen Gabriel,0.17647058823529413,0.046296296296296294,0.2517006802721089,0.08000000000000002,0.14285714285714288,0.491,0.286,0.595,0.30117647058823527
Wenyen Gabriel,0.0,0.0,0.06802721088435375,0.0,0.0,0.0,0.0,0.0,0.0
Wenyen Gabriel,0.07516339869281045,0.027777777777777776,0.1564625850340136,0.08000000000000002,0.10714285714285714,0.385,0.4,0.5,0.15764705882352942
Wenyen Gabriel,0.2189542483660131,0.05555555555555555,0.2925170068027211,0.08000000000000002,0.17857142857142858,0.505,0.261,0.605,0.36235294117647054
Daniel Gafford,0.30718954248366015,0.08333333333333333,0.38775510204081637,0.16000000000000003,0.5,0.693,0.0,0.699,0.4494117647058824
Danilo Gallinari,0.38235294117647056,0.1388888888888889,0.3197278911564626,0.16000000000000003,0.07142857142857144,0.434,0.381,0.904,0.571764705882353
Langston Galloway,0.06535947712418301,0.15740740740740738,0.17687074829931976,0.04000000000000001,0.0,0.231,0.125,0.0,0.3364705882352941
Langston Galloway,0.09803921568627452,0.12037037037037036,0.1360544217687075,0.0,0.0,0.385,0.25,0.0,0.3176470588235294
Langston Galloway,0.02287581699346405,0.21296296296296294,0.22448979591836735,0.12,0.0,0.077,0.0,0.0,0.36
Darius Garland,0.7091503267973857,0.7962962962962962,0.22448979591836735,0.52,0.03571428571428572,0.462,0.383,0.892,0.8164705882352942
Marcus Garrett,0.03594771241830066,0.05555555555555555,0.1292517006802721,0.16000000000000003,0.10714285714285714,0.238,0.25,0.4,0.22823529411764706
Usman Garuba,0.06535947712418301,0.06481481481481481,0.2380952380952381,0.16000000000000003,0.17857142857142858,0.432,0.25,0.714,0.21176470588235294
Luka Garza,0.1895424836601307,0.05555555555555555,0.2108843537414966,0.12,0.07142857142857144,0.449,0.327,0.623,0.2635294117647059
Rudy Gay,0.2647058823529412,0.09259259259259259,0.2993197278911565,0.2,0.10714285714285714,0.414,0.345,0.785,0.42117647058823526
Paul George,0.7941176470588236,0.5277777777777778,0.4693877551020409,0.8800000000000001,0.14285714285714288,0.421,0.354,0.858,0.7929411764705883
Taj Gibson,0.14379084967320263,0.05555555555555555,0.2993197278911565,0.16000000000000003,0.28571428571428575,0.518,0.395,0.808,0.40470588235294114
Josh Giddey,0.40849673202614384,0.5925925925925926,0.5306122448979592,0.36000000000000004,0.14285714285714288,0.419,0.263,0.709,0.7176470588235294
Shai Gilgeous-Alexander,0.8006535947712419,0.5462962962962963,0.34013605442176875,0.52,0.28571428571428575,0.453,0.3,0.81,0.7929411764705883
Anthony Gill,0.13398692810457516,0.05555555555555555,0.1292517006802721,0.04000000000000001,0.10714285714285714,0.569,0.538,0.808,0.2235294117647059
Freddie Gillespie,0.07516339869281045,0.05555555555555555,0.272108843537415,0.12,0.35714285714285715,0.409,0.0,0.429,0.2870588235294117
Rudy Gobert,0.5098039215686274,0.10185185185185186,1.0,0.27999999999999997,0.75,0.713,0.0,0.69,0.731764705882353
Brandon Goodwin,0.1568627450980392,0.23148148148148145,0.1292517006802721,0.27999999999999997,0.0,0.416,0.345,0.632,0.30352941176470594
Jordan Goodwin,0.0,0.0,0.034013605442176874,0.0,0.0,0.0,0.0,0.0,0.047058823529411764
Aaron Gordon,0.4901960784313726,0.23148148148148145,0.40136054421768713,0.24,0.21428571428571427,0.52,0.335,0.743,0.7223529411764705
Eric Gordon,0.4379084967320262,0.25,0.1360544217687075,0.2,0.10714285714285714,0.475,0.412,0.778,0.6658823529411765
Devonte' Graham,0.3888888888888889,0.3888888888888889,0.1564625850340136,0.36000000000000004,0.07142857142857144,0.363,0.341,0.843,0.6447058823529411
Jerami Grant,0.6274509803921569,0.2222222222222222,0.2789115646258503,0.36000000000000004,0.35714285714285715,0.426,0.358,0.838,0.7270588235294116
Hassani Gravett,0.2058823529411765,0.23148148148148145,0.17687074829931976,0.24,0.03571428571428572,0.474,0.423,0.75,0.48
Danny Green,0.19281045751633988,0.09259259259259259,0.17006802721088438,0.4,0.21428571428571427,0.394,0.38,0.786,0.4894117647058823
Draymond Green,0.2450980392156863,0.6481481481481481,0.49659863945578236,0.52,0.3928571428571429,0.525,0.296,0.659,0.656470588235294
Jalen Green,0.5653594771241831,0.24074074074074073,0.23129251700680273,0.27999999999999997,0.10714285714285714,0.426,0.343,0.797,0.7270588235294116
JaMychal Green,0.20915032679738566,0.08333333333333333,0.28571428571428575,0.24,0.14285714285714288,0.486,0.266,0.871,0.35764705882352943
Javonte Green,0.23529411764705885,0.08333333333333333,0.28571428571428575,0.4,0.17857142857142858,0.542,0.356,0.833,0.5270588235294117
Jeff Green,0.3366013071895425,0.12037037037037036,0.2108843537414966,0.16000000000000003,0.14285714285714288,0.524,0.315,0.833,0.5576470588235294
Josh Green,0.1568627450980392,0.1111111111111111,0.163265306122449,0.27999999999999997,0.07142857142857144,0.508,0.359,0.689,0.3411764705882353
Blake Griffin,0.20915032679738566,0.1759259259259259,0.2789115646258503,0.2,0.10714285714285714,0.425,0.262,0.724,0.3788235294117648
Quentin Grimes,0.19607843137254904,0.09259259259259259,0.1360544217687075,0.27999999999999997,0.07142857142857144,0.404,0.381,0.684,0.3788235294117648
Kyle Guy,0.12745098039215685,0.08333333333333333,0.06122448979591837,0.16000000000000003,0.03571428571428572,0.4,0.35,0.667,0.20705882352941177
Rui Hachimura,0.369281045751634,0.10185185185185186,0.2585034013605442,0.2,0.07142857142857144,0.491,0.447,0.697,0.5058823529411764
Tyrese Haliburton,0.5,0.7592592592592592,0.272108843537415,0.68,0.21428571428571427,0.473,0.414,0.842,0.7999999999999999
Tyrese Haliburton,0.46732026143790856,0.6851851851851852,0.2653061224489796,0.68,0.25,0.457,0.413,0.837,0.788235294117647
Tyrese Haliburton,0.5718954248366014,0.8888888888888888,0.2925170068027211,0.7200000000000001,0.21428571428571427,0.502,0.416,0.849,0.8258823529411765
Tyler Hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023529411764705882
R.J. Hampton,0.24836601307189543,0.23148148148148145,0.20408163265306123,0.27999999999999997,0.07142857142857144,0.383,0.35,0.641,0.4917647058823529
Tim Hardaway Jr.,0.46405228758169936,0.20370370370370372,0.2517006802721089,0.36000000000000004,0.03571428571428572,0.394,0.336,0.757,0.6729411764705883
James Harden,0.7189542483660131,0.9537037037037037,0.5238095238095238,0.52,0.21428571428571427,0.41,0.33,0.877,0.851764705882353
James Harden,0.7352941176470589,0.9444444444444443,0.54421768707483,0.52,0.25,0.414,0.332,0.869,0.8470588235294118
James Harden,0.6862745098039216,0.9722222222222222,0.4829931972789116,0.48,0.07142857142857144,0.402,0.326,0.892,0.8635294117647059
Maurice Harkless,0.1503267973856209,0.046296296296296294,0.163265306122449,0.24,0.17857142857142858,0.459,0.307,0.714,0.40941176470588236
Jared Harper,0.24183006535947715,0.25925925925925924,0.0272108843537415,0.32000000000000006,0.07142857142857144,0.538,0.417,1.0,0.1788235294117647
Montrezl Harrell,0.4281045751633987,0.18518518518518517,0.41496598639455784,0.16000000000000003,0.21428571428571427,0.645,0.235,0.716,0.52
Montrezl Harrell,0.4607843137254902,0.19444444444444445,0.45578231292517013,0.16000000000000003,0.25,0.645,0.267,0.727,0.548235294117647
Montrezl Harrell,0.37254901960784315,0.18518518518518517,0.33333333333333337,0.16000000000000003,0.17857142857142858,0.645,0.0,0.692,0.47058823529411764
Gary Harris,0.3627450980392157,0.16666666666666666,0.1360544217687075,0.4,0.03571428571428572,0.434,0.384,0.874,0.6447058823529411
Joe Harris,0.369281045751634,0.09259259259259259,0.272108843537415,0.2,0.03571428571428572,0.452,0.466,0.833,0.6870588235294117
Tobias Harris,0.5620915032679739,0.32407407407407407,0.46258503401360546,0.24,0.21428571428571427,0.482,0.367,0.842,0.7952941176470587
Shaquille Harrison,0.06535947712418301,0.1388888888888889,0.1360544217687075,0.2,0.17857142857142858,0.333,0.0,0.0,0.24705882352941175
Josh Hart,0.48692810457516345,0.3796296296296296,0.489795918367347,0.44000000000000006,0.07142857142857144,0.504,0.343,0.758,0.7576470588235295
Josh Hart,0.4379084967320262,0.3796296296296296,0.5306122448979592,0.44000000000000006,0.10714285714285714,0.505,0.323,0.753,0.7647058823529411
Josh Hart,0.6503267973856209,0.3981481481481481,0.3673469387755103,0.48,0.07142857142857144,0.503,0.373,0.772,0.731764705882353
Isaiah Hartenstein,0.2712418300653595,0.2222222222222222,0.33333333333333337,0.27999999999999997,0.3928571428571429,0.626,0.467,0.689,0.39764705882352935
Udonis Haslem,0.08169934640522876,0.027777777777777776,0.1292517006802721,0.04000000000000001,0.03571428571428572,0.452,0.25,1.0,0.12705882352941178
Sam Hauser,0.08169934640522876,0.037037037037037035,0.07482993197278913,0.0,0.03571428571428572,0.46,0.432,0.0,0.12
Jaxson Hayes,0.303921568627451,0.05555555555555555,0.30612244897959184,0.2,0.28571428571428575,0.616,0.351,0.766,0.44705882352941173
Killian Hayes,0.2254901960784314,0.3888888888888889,0.217687074829932,0.48,0.17857142857142858,0.383,0.263,0.77,0.5647058823529412
Gordon Hayward,0.5196078431372549,0.3333333333333333,0.3129251700680272,0.4,0.14285714285714288,0.459,0.391,0.846,0.7270588235294116
Aaron Henry,0.00980392156862745,0.0,0.01360544217687075,0.0,0.10714285714285714,0.2,0.0,0.0,0.04235294117647058
Juancho Hernangómez,0.10784313725490197,0.046296296296296294,0.17006802721088438,0.16000000000000003,0.10714285714285714,0.415,0.348,0.559,0.2376470588235294
Juancho Hernangómez,0.03594771241830066,0.018518518518518517,0.09523809523809525,0.08000000000000002,0.03571428571428572,0.185,0.167,0.667,0.10117647058823528
Juancho Hernangómez,0.0457516339869281,0.05555555555555555,0.20408163265306123,0.08000000000000002,0.07142857142857144,0.333,0.0,0.75,0.2164705882352941
Juancho Hernangómez,0.20261437908496735,0.07407407407407407,0.2380952380952381,0.2,0.14285714285714288,0.507,0.438,0.476,0.388235294117647
Willy Hernangómez,0.2973856209150327,0.12037037037037036,0.46258503401360546,0.16000000000000003,0.14285714285714288,0.52,0.333,0.773,0.371764705882353
Tyler Herro,0.6764705882352942,0.37037037037037035,0.34013605442176875,0.27999999999999997,0.03571428571428572,0.447,0.399,0.868,0.7435294117647059
Buddy Hield,0.5098039215686274,0.25925925925925924,0.2993197278911565,0.36000000000000004,0.10714285714285714,0.406,0.366,0.874,0.7035294117647058
Buddy Hield,0.4705882352941177,0.1759259259259259,0.272108843537415,0.36000000000000004,0.10714285714285714,0.382,0.368,0.87,0.6494117647058824
Buddy Hield,0.5947712418300654,0.4444444444444444,0.3469387755102041,0.4,0.14285714285714288,0.447,0.362,0.886,0.8141176470588235
Haywood Highsmith,0.07516339869281045,0.027777777777777776,0.09523809523809525,0.04000000000000001,0.07142857142857144,0.348,0.321,0.4,0.1788235294117647
George Hill,0.20261437908496735,0.20370370370370372,0.19727891156462588,0.32000000000000006,0.03571428571428572,0.429,0.306,0.919,0.5223529411764706
Malcolm Hill,0.12418300653594772,0.037037037037037035,0.12244897959183675,0.16000000000000003,0.07142857142857144,0.462,0.361,0.786,0.23999999999999996
Malcolm Hill,0.18627450980392157,0.027777777777777776,0.1360544217687075,0.52,0.10714285714285714,0.625,0.6,1.0,0.3364705882352941
Malcolm Hill,0.11111111111111112,0.037037037037037035,0.12244897959183675,0.08000000000000002,0.03571428571428572,0.432,0.323,0.7,0.2211764705882353
Solomon Hill,0.0196078431372549,0.08333333333333333,0.12244897959183675,0.12,0.07142857142857144,0.15,0.154,0.0,0.22823529411764706
Nate Hinton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaylen Hoard,0.4803921568627451,0.2222222222222222,0.8163265306122449,0.36000000000000004,0.25,0.489,0.36,0.429,0.7835294117647058
Aaron Holiday,0.2058823529411765,0.2222222222222222,0.1292517006802721,0.27999999999999997,0.03571428571428572,0.447,0.379,0.868,0.35764705882352943
Aaron Holiday,0.19934640522875818,0.1759259259259259,0.108843537414966,0.24,0.07142857142857144,0.467,0.343,0.8,0.35764705882352943
Aaron Holiday,0.22222222222222224,0.31481481481481477,0.17006802721088438,0.32000000000000006,0.0,0.411,0.444,0.939,0.36
Jrue Holiday,0.5980392156862746,0.6296296296296295,0.30612244897959184,0.6400000000000001,0.14285714285714288,0.501,0.411,0.761,0.7505882352941176
Justin Holiday,0.3300653594771242,0.15740740740740738,0.17687074829931976,0.32000000000000006,0.14285714285714288,0.394,0.367,0.806,0.6305882352941177
Justin Holiday,0.35947712418300654,0.16666666666666666,0.1904761904761905,0.27999999999999997,0.14285714285714288,0.415,0.378,0.829,0.656470588235294
Justin Holiday,0.2712418300653595,0.1388888888888889,0.14965986394557826,0.32000000000000006,0.21428571428571427,0.348,0.342,0.762,0.5788235294117647
Richaun Holmes,0.33986928104575165,0.10185185185185186,0.4761904761904762,0.16000000000000003,0.32142857142857145,0.66,0.4,0.778,0.5388235294117646
Rodney Hood,0.10130718954248367,0.06481481481481481,0.10204081632653061,0.12,0.03571428571428572,0.369,0.33,0.895,0.29647058823529415
Rodney Hood,0.10784313725490197,0.07407407407407407,0.11564625850340136,0.12,0.03571428571428572,0.351,0.3,0.929,0.32705882352941174
Rodney Hood,0.08496732026143791,0.05555555555555555,0.054421768707483,0.08000000000000002,0.07142857142857144,0.462,0.545,0.8,0.20705882352941177
Scotty Hopson,0.13071895424836602,0.09259259259259259,0.06802721088435375,0.0,0.0,0.5,0.0,0.0,0.4
Al Horford,0.3333333333333333,0.31481481481481477,0.5238095238095238,0.27999999999999997,0.4642857142857143,0.467,0.336,0.842,0.6611764705882353
Talen Horton-Tucker,0.32679738562091504,0.25,0.217687074829932,0.4,0.17857142857142858,0.416,0.269,0.8,0.5694117647058823
Danuel House Jr.,0.19281045751633988,0.09259259259259259,0.17687074829931976,0.2,0.14285714285714288,0.404,0.376,0.759,0.3835294117647059
Danuel House Jr.,0.1568627450980392,0.1111111111111111,0.18367346938775514,0.12,0.10714285714285714,0.338,0.294,0.895,0.31999999999999995
Danuel House Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047058823529411764
Danuel House Jr.,0.22222222222222224,0.09259259259259259,0.18367346938775514,0.24,0.17857142857142858,0.447,0.415,0.692,0.4376470588235294
Dwight Howard,0.20261437908496735,0.05555555555555555,0.40136054421768713,0.24,0.21428571428571427,0.612,0.533,0.658,0.35764705882352943
Markus Howard,0.13398692810457516,0.018518518518518517,0.0272108843537415,0.12,0.0,0.386,0.4,0.87,0.11058823529411765
Kevin Huerter,0.39542483660130723,0.25,0.23129251700680273,0.27999999999999997,0.14285714285714288,0.454,0.389,0.808,0.6729411764705883
Jay Huff,0.0,0.027777777777777776,0.06802721088435375,0.12,0.10714285714285714,0.0,0.0,0.0,0.09411764705882353
Elijah Hughes,0.11437908496732027,0.05555555555555555,0.108843537414966,0.16000000000000003,0.07142857142857144,0.326,0.263,0.778,0.26117647058823523
Elijah Hughes,0.10130718954248367,0.037037037037037035,0.0816326530612245,0.12,0.03571428571428572,0.417,0.357,1.0,0.16470588235294117
Elijah Hughes,0.12418300653594772,0.06481481481481481,0.1292517006802721,0.2,0.10714285714285714,0.296,0.224,0.667,0.31999999999999995
Feron Hunt,0.0,0.046296296296296294,0.034013605442176874,0.2,0.0,0.0,0.0,0.0,0.07058823529411765
De'Andre Hunter,0.4379084967320262,0.12037037037037036,0.22448979591836735,0.27999999999999997,0.14285714285714288,0.442,0.379,0.765,0.6776470588235294
Chandler Hutchison,0.02287581699346405,0.027777777777777776,0.054421768707483,0.0,0.0,0.5,0.0,1.0,0.06352941176470589
Bones Hyland,0.3300653594771242,0.25925925925925924,0.18367346938775514,0.24,0.10714285714285714,0.403,0.366,0.856,0.4235294117647058
Serge Ibaka,0.22222222222222224,0.08333333333333333,0.3129251700680272,0.08000000000000002,0.21428571428571427,0.5,0.374,0.727,0.35764705882352943
Serge Ibaka,0.21568627450980393,0.09259259259259259,0.2925170068027211,0.08000000000000002,0.25,0.49,0.387,0.69,0.33882352941176475
Serge Ibaka,0.22875816993464054,0.06481481481481481,0.36054421768707484,0.08000000000000002,0.14285714285714288,0.519,0.351,0.8,0.3952941176470588
Andre Iguodala,0.13071895424836602,0.3425925925925926,0.217687074829932,0.36000000000000004,0.25,0.38,0.23,0.75,0.43529411764705883
Joe Ingles,0.23529411764705885,0.32407407407407407,0.19727891156462588,0.2,0.03571428571428572,0.404,0.347,0.773,0.5623529411764705
Brandon Ingram,0.7418300653594772,0.5185185185185185,0.39455782312925175,0.24,0.17857142857142858,0.461,0.327,0.826,0.7764705882352941
Kyrie Irving,0.8954248366013072,0.537037037037037,0.2993197278911565,0.5599999999999999,0.21428571428571427,0.469,0.418,0.915,0.8611764705882353
Wes Iwundu,0.238562091503268,0.0,0.2925170068027211,0.12,0.0,0.444,0.6,0.75,0.6188235294117647
Frank Jackson,0.3464052287581699,0.09259259259259259,0.108843537414966,0.2,0.07142857142857144,0.402,0.308,0.827,0.49411764705882344
Isaiah Jackson,0.2712418300653595,0.027777777777777776,0.2789115646258503,0.27999999999999997,0.5,0.563,0.313,0.682,0.3294117647058823
Jaren Jackson Jr.,0.5326797385620916,0.10185185185185186,0.39455782312925175,0.36000000000000004,0.8214285714285714,0.415,0.319,0.823,0.6188235294117647
Josh Jackson,0.20915032679738566,0.10185185185185186,0.1904761904761905,0.2,0.14285714285714288,0.4,0.254,0.714,0.36
Josh Jackson,0.23202614379084968,0.12037037037037036,0.217687074829932,0.2,0.17857142857142858,0.41,0.265,0.714,0.4023529411764706
Josh Jackson,0.14052287581699346,0.037037037037037035,0.10204081632653061,0.16000000000000003,0.10714285714285714,0.347,0.176,0.714,0.21882352941176472
Justin Jackson,0.06862745098039216,0.027777777777777776,0.06802721088435375,0.0,0.0,0.333,0.333,1.0,0.10117647058823528
Justin Jackson,0.06535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023529411764705882
Justin Jackson,0.07189542483660132,0.027777777777777776,0.0816326530612245,0.0,0.0,0.357,0.333,0.0,0.11294117647058824
Reggie Jackson,0.5490196078431373,0.4444444444444444,0.2448979591836735,0.27999999999999997,0.07142857142857144,0.392,0.326,0.847,0.7105882352941176
LeBron James,0.9901960784313726,0.5740740740740741,0.5578231292517006,0.52,0.3928571428571429,0.524,0.359,0.756,0.851764705882353
DeJon Jarreau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DaQuan Jeffries,0.02287581699346405,0.027777777777777776,0.04761904761904762,0.0,0.0,0.5,0.0,0.0,0.047058823529411764
Ty Jerome,0.23202614379084968,0.21296296296296294,0.108843537414966,0.24,0.03571428571428572,0.378,0.29,0.809,0.36941176470588233
Isaiah Joe,0.11764705882352942,0.05555555555555555,0.06802721088435375,0.12,0.03571428571428572,0.35,0.333,0.935,0.2376470588235294
Alize Johnson,0.05882352941176471,0.037037037037037035,0.18367346938775514,0.08000000000000002,0.0,0.436,0.0,0.583,0.14823529411764705
Alize Johnson,0.05882352941176471,0.046296296296296294,0.1564625850340136,0.08000000000000002,0.0,0.522,0.0,0.571,0.1552941176470588
Alize Johnson,0.042483660130718956,0.0,0.272108843537415,0.0,0.0,0.333,0.0,0.0,0.11764705882352941
Alize Johnson,0.07516339869281045,0.027777777777777776,0.22448979591836735,0.2,0.0,0.3,0.0,0.75,0.1411764705882353
B.J. Johnson,0.2124183006535948,0.0,0.2585034013605442,0.0,0.10714285714285714,0.44,0.4,0.0,0.36
Cameron Johnson,0.40849673202614384,0.1388888888888889,0.2789115646258503,0.36000000000000004,0.07142857142857144,0.46,0.425,0.86,0.5929411764705882
David Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Johnson,0.0784313725490196,0.009259259259259259,0.0816326530612245,0.04000000000000001,0.03571428571428572,0.537,0.231,0.714,0.10588235294117646
James Johnson,0.17973856209150327,0.19444444444444445,0.2380952380952381,0.2,0.17857142857142858,0.469,0.271,0.527,0.42823529411764705
Joe Johnson,0.06535947712418301,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.023529411764705882
Keldon Johnson,0.5555555555555556,0.19444444444444445,0.41496598639455784,0.32000000000000006,0.07142857142857144,0.466,0.398,0.756,0.7270588235294116
Keon Johnson,0.23529411764705885,0.19444444444444445,0.14965986394557826,0.32000000000000006,0.10714285714285714,0.353,0.34,0.804,0.4188235294117647
Keon Johnson,0.11437908496732027,0.08333333333333333,0.09523809523809525,0.2,0.03571428571428572,0.333,0.273,0.762,0.18823529411764706
Keon Johnson,0.31699346405228757,0.2685185185185185,0.18367346938775514,0.4,0.17857142857142858,0.357,0.348,0.833,0.5764705882352941
Stanley Johnson,0.2189542483660131,0.15740740740740738,0.217687074829932,0.36000000000000004,0.10714285714285714,0.466,0.314,0.716,0.5129411764705882
Tyler Johnson,0.0915032679738562,0.1111111111111111,0.1360544217687075,0.2,0.17857142857142858,0.3,0.385,0.0,0.3341176470588235
Tyler Johnson,0.12091503267973858,0.06481481481481481,0.1360544217687075,0.12,0.10714285714285714,0.4,0.429,0.0,0.2752941176470588
Tyler Johnson,0.06535947712418301,0.15740740740740738,0.1360544217687075,0.27999999999999997,0.25,0.2,0.333,0.0,0.39294117647058824
Nikola Joki?,0.8856209150326798,0.7314814814814815,0.9387755102040818,0.6000000000000001,0.32142857142857145,0.583,0.337,0.81,0.7647058823529411
